Substrate ID,SMILES,sasa_area,sasa_volume,disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,ip,ea,homo,lumo,electrophilicity,nucleophilicity,electrofugality,nucleofugality,dipole_x,dipole_y,dipole_z,mass,radius,charge
189,CC(C([O-])=O)(C1=CC=C([C@@H](CCC[NH+]2CCC(C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CC2)O)C=C1)C,,,,,,,,,,,,,,,,,,,,,
190,O[C@@H](C[NH2+]CCOC1=C(OC)C=CC=C1)COC2=CC=CC3=C2C(C=CC=C4)=C4N3,,,,,,,,,,,,,,,,,,,,,
191,CCC[C@@](C)(COC(N)=O)COC(NC(C)C)=O,,,,,,,,,,,,,,,,,,,,,
192,[H][C@]12CC[C@@]3([C@](C[C@H]([C@@]4([C@@H](C5=CC(OC5)=O)CC[C@]34O)C)O)([C@]1(CC[C@H](O[C@H]6C[C@@H]([C@@H]([C@H](O6)C)O[C@H]7C[C@@H]([C@@H]([C@H](O7)C)O[C@H]8C[C@@H]([C@@H]([C@H](O8)C)O)O)O)O)C2)C)[H])[H],,,,,,,,,,,,,,,,,,,,,
193,[NH3+][C@]12C[C@](C3)(C)C[C@](C[C@@H]3C2)(C)C1,,,,,,,,,,,,,,,,,,,,,
194,O=C(CC1=CC=C(OC[C@@H](C[NH2+]C(C)C)O)C=C1)N,,,,,,,,,,,,,,,,,,,,,
195,O=C(N1C)CN=C(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3,,,,,,,,,,,,,,,,,,,,,
196,OC(P([O-])(O)=O)(P([O-])([O-])=O)CC1=CC=CN=C1,,,,,,,,,,,,,,,,,,,,,
197,O=C([O-])[C@@H](NC(C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)NC3=O)C=C1)=O)CCC([O-])=O,,,,,,,,,,,,,,,,,,,,,
198,CCCC1=[NH+]C(C(C)(O)C)=C(C([O-])=O)N1CC2=CC=C(C3=C(C4=NN=N[N-]4)C=CC=C3)C=C2,,,,,,,,,,,,,,,,,,,,,
199,O=C(C=C1CC[C@@]2([H])[C@]3([H])CC[C@@](O)([C@]3(C4)C)C(CO)=O)C=C[C@]1(C)[C@@]2([H])C4=O,,,,,,,,,,,,,,,,,,,,,
200,C[C@@H]1C2[C@H](O)C3[C@H]([NH+](C)C)C(C(C(N)=O)=C([O-])[C@@]3(O)C(C2=C([O-])C4=C1C=CC=C4O)=O)=O,,,,,,,,,,,,,,,,,,,,,
201,OC(P([O-])([O-])=O)(CCC[NH3+])P([O-])(O)=O,,,,,,,,,,,,,,,,,,,,,
202,COC1=C(C(CS(C2=NC3=C(C=C(C=C3)OC(F)F)N2)=O)=NC=C1)OC,,,,,,,,,,,,,,,,,,,,,
203,O=S(C1=C(OC)C=CC(C[C@@H](C)[NH2+]CCOC2=C(OCC)C=CC=C2)=C1)(N)=O,,,,,,,,,,,,,,,,,,,,,
204,NC1=NC(N)=C2N=C(C3=CC=CC=C3)C(N)=NC2=N1,,,,,,,,,,,,,,,,,,,,,
205,FC(C=C1)=CC=C1[C@@H]2CC[NH2+]C[C@H]2COC3=CC(OCO4)=C4C=C3,,,,,,,,,,,,,,,,,,,,,
206,CO[C@@]1(CC2)[C@H](OC3=C4O)[C@]5(C3=C(C=C4)C[C@H]6[N@@H+](CC7CC7)CC5)[C@@]26C[C@@H]1C(C)(O)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,
207,O=C([C@H]1N(CCC1)C([C@@H](N[C@@H](CCC2=CC=CC=C2)C(OCC)=O)C)=O)[O-],,,,,,,,,,,,,,,,,,,,,
208,CC[C@@H](C(O[C@H]1C[C@H](C=C2C=C[C@@H]([C@@H]([C@@]12[H])CC[C@H]3C[C@H](CC(O3)=O)O)C)C)=O)C,,,,,,,,,,,,,,,,,,,,,
209,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3SC([N-]C3=O)=O,,,,,,,,,,,,,,,,,,,,,
210,[O-]C(C[C@@H](C[C@@H](CC[C@H]1[C@H](C=CC2=C[C@H](C[C@@H]([C@]12[H])OC([C@H](CC)C)=O)O)C)O)O)=O,,,,,,,,,,,,,,,,,,,,,
211,FC(F)(C1=CC=C(O[C@@H](CC[NH2+]C)C2=CC=CC=C2)C=C1)F,,,,,,,,,,,,,,,,,,,,,
212,FC1=CC(F)=C(C(O)(CN2N=CN=C2)CN3N=CN=C3)C=C1,,,,,,,,,,,,,,,,,,,,,
213,O=C([O-])C1=CN2[C@H](COC3=C(C(F)=CC(C1=O)=C23)N4CC[NH+](CC4)C)C,,,,,,,,,,,,,,,,,,,,,
214,ClC1=CC=C(C(NC[C@H]2CN(C3=CC=C(N4CCOCC4=O)C=C3)C(O2)=O)=O)S1,,,,,,,,,,,,,,,,,,,,,
215,O=S(C1=CC=C(N2N=C(C=C2C3=CC=C(C)C=C3)C(F)(F)F)C=C1)(N)=O,,,,,,,,,,,,,,,,,,,,,
216,COC1=C2O[C@@H]3[C@]45C2=C(C=C1)C[C@@H]([N@@H+](CC5)C)[C@]4([H])C=C[C@@H]3O,,,,,,,,,,,,,,,,,,,,,
217,C[C@@]12[C@](OC(C3=CC=CO3)=O)([C@@H](C[C@]1([C@@]4(CCC5=CC(C=C[C@@]5([C@]4([C@H](C2)O)Cl)C)=O)[H])[H])C)C(CCl)=O,,,,,,,,,,,,,,,,,,,,,
218,O=C([O-])C1=CN(C2=CC(N3CC[NH2+]CC3)=C(F)C=C2C1=O)C4CC4,,,,,,,,,,,,,,,,,,,,,
219,O=C([O-])C[C@@H](C[NH3+])CC(C)C,,,,,,,,,,,,,,,,,,,,,
220,OC1(CCCCC1)[C@H](C2=CC=C(OC)C=C2)C[NH+](C)C,,,,,,,,,,,,,,,,,,,,,
221,O=C1NC2=C(C(C3=C(Cl)C=CC=C3)=NC1O)C=C(Cl)C=C2,,,,,,,,,,,,,,,,,,,,,
222,O[C@H](C1=CC=C(C=C1)F)CC[C@@H]2[C@@H](C3=CC=C(C=C3)O)N(C4=CC=C(C=C4)F)C2=O,,,,,,,,,,,,,,,,,,,,,
223,OC1=CC=C(/C(CC)=C(CC)/C2=CC=C(O)C=C2)C=C1,,,,,,,,,,,,,,,,,,,,,
224,O=C1C2=C(N=CN1)NN=C2,,,,,,,,,,,,,,,,,,,,,
225,[H][C@]12SC(C)([C@H](C([O-])=O)N1C([C@H]2NC(CC3=CC=CC=C3)=O)=O)C,,,,,,,,,,,,,,,,,,,,,
226,FC1=CC(C[C@@H]([NH3+])CC(N2CCN3C(C2)=NN=C3C(F)(F)F)=O)=C(F)C=C1F,,,,,,,,,,,,,,,,,,,,,
227,C[NH+](CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13)C,,,,,,,,,,,,,,,,,,,,,
228,ClC1=CC=CC(Cl)=C1NC2=[NH+]CCN2,,,,,,,,,,,,,,,,,,,,,
229,O=C(CCC/C=C\C[C@@H]1[C@H]([C@@H](C[C@@H]1O)O)CC[C@H](CCC2=CC=CC=C2)O)OC(C)C,,,,,,,,,,,,,,,,,,,,,
230,C[C@H](NC([C@@H]([NH3+])CCCC[NH3+])=O)CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,
231,[O-]C(C1=CC=CN=C1)=O,,,,,,,,,,,,,,,,,,,,,
232,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)[O-],,,,,,,,,,,,,,,,,,,,,
233,O=[S@@](C1=NC2=CC=CC=C2N1)CC3=[NH+]C=CC(OCC(F)(F)F)=C3C,,,,,,,,,,,,,,,,,,,,,
234,O=C([N-]S(=O)(C1=CC=C(CCNC(C2=C(OC)C=CC(Cl)=C2)=O)C=C1)=O)NC3CCCCC3,,,,,,,,,,,,,,,,,,,,,
235,C[NH+]1CCN(CC1)C2=NC3=CC=CC=C3NC4=C2C=C(S4)C,,,,,,,,,,,,,,,,,,,,,
236,CC1=CC=C(O)C([C@H](CC[NH+](C(C)C)C(C)C)C2=CC=CC=C2)=C1,,,,,,,,,,,,,,,,,,,,,
237,CN/C(NCCSCC1=CC=C(O1)C[NH+](C)C)=C\[N+]([O-])=O,,,,,,,,,,,,,,,,,,,,,
238,N/C(CCSCC1=CSC(N=C(N)N)=N1)=N\S(=O)([NH-])=O,,,,,,,,,,,,,,,,,,,,,
239,O=C1[C@@H]([C@@H](SC2=C(N1CC[NH+](C)C)C=CC=C2)C3=CC=C(OC)C=C3)OC(C)=O,,,,,,,,,,,,,,,,,,,,,
240,C[C@@H](C(C1=CC(Cl)=CC=C1)=O)NC(C)(C)C,,,,,,,,,,,,,,,,,,,,,
241,O=C(COCCN1CC[NH+](CC1)[C@H](C2=CC=CC=C2)C3=CC=C(Cl)C=C3)[O-],,,,,,,,,,,,,,,,,,,,,
242,[H][C@@]12CO[C@]3(OC(C)(O[C@]3([C@@]1(OC(C)(O2)C)[H])[H])C)COS(N)(=O)=O,,,,,,,,,,,,,,,,,,,,,
243,NC(N1)=NC(N(COCCOC([C@@H](N)C(C)C)=O)C=N2)=C2C1=O,,,,,,,,,,,,,,,,,,,,,
244,CN1CCN(C(O[C@@H]2N(C3=NC=C(C=C3)Cl)C(C4=NC=CN=C24)=O)=O)CC1,,,,,,,,,,,,,,,,,,,,,
245,OCCOCN(C=N1)C2=C1C(NC(N)=N2)=O,,,,,,,,,,,,,,,,,,,,,
246,[H][C@]12SCC(C=C)=C(C([O-])=O)N1C([C@H]2NC(/C(C3=CSC(N)=N3)=N\O)=O)=O,,,,,,,,,,,,,,,,,,,,,
247,O=C([C@@]1([H])[NH+](C)C[C@H](CCC)C1)N[C@H](C(C)Cl)[C@H]([C@H](O)[C@H](O)[C@H]2O)O[C@@H]2SC,,,,,,,,,,,,,,,,,,,,,
248,COC1=CC2=C(C3=CC=C(C(C=C3[C@@H](NC(C)=O)CC2)=O)OC)C(OC)=C1OC,,,,,,,,,,,,,,,,,,,,,
249,O=C(C(C)(CCCOC1=C(C)C=CC(C)=C1)C)[O-],,,,,,,,,,,,,,,,,,,,,
250,OC[C@H](O)COC1=CC=CC=C1OC,,,,,,,,,,,,,,,,,,,,,
251,O=C1N(C(CCCC)=NC12CCCC2)CC3=CC=C(C4=C(C5=NN=N[N-]5)C=CC=C4)C=C3,,,,,,,,,,,,,,,,,,,,,
252,O=C([N-]S(=O)(C1=CC=C(CCNC(C2=NC=C(C)N=C2)=O)C=C1)=O)NC3CCCCC3,,,,,,,,,,,,,,,,,,,,,
253,CC[NH+](CCNC(C1=C(OC)C=C(N)C(Cl)=C1)=O)CC,,,,,,,,,,,,,,,,,,,,,
254,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=N[N-]4)C=CC=C3)C=C2)CCCC)Cl,,,,,,,,,,,,,,,,,,,,,
255,CC1=CC(C[NH+]2CCN([C@H](C3=CC=C(C=C3)Cl)C4=CC=CC=C4)CC2)=CC=C1,,,,,,,,,,,,,,,,,,,,,
256,CC1=NC=C(N1CCO)[N+]([O-])=O,,,,,,,,,,,,,,,,,,,,,
257,O=C1CC[C@]2(C)[C@@]3([H])CC[C@]4(C)[C@@H](O)CC[C@@]4([H])[C@]3([H])CCC2=C1,,,,,,,,,,,,,,,,,,,,,
258,O=C1NC2=C(C(CC[NH+](CCC)CCC)=CC=C2)C1,,,,,,,,,,,,,,,,,,,,,
259,O=C1C(CC[NH+]2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)=C(N=C5N1CCCC5)C,,,,,,,,,,,,,,,,,,,,,
260,C[NH+](CC/C=C1C2=CC=CC=C2COC3=C/1C=C(C=C3)CC([O-])=O)C,,,,,,,,,,,,,,,,,,,,,
261,[O-]C(C1=CN(C2=C(C(N3C[C@@]4([H])[C@@]([NH2+]CCC4)([H])C3)=C(F)C=C2C1=O)OC)C5CC5)=O,,,,,,,,,,,,,,,,,,,,,
262,COC([C@H](C1=CC=CC=C1)[C@H]2CCCC[NH2+]2)=O,,,,,,,,,,,,,,,,,,,,,
263,CCC(N(C1=CC=CC=C1)C2CC[NH+](CC2)CCC3=CC=CC=C3)=O,,,,,,,,,,,,,,,,,,,,,
264,CC[NH+](CCOC(C1(C2CCCCC2)CCCCC1)=O)CC,,,,,,,,,,,,,,,,,,,,,
265,C[NH2+]CC[C@H](C1=CC=CC=C1)OC2=CC=CC=C2C,,,,,,,,,,,,,,,,,,,,,
266,O[C@H](COC1=CC=C(C=C1)COCCOC(C)C)C[NH2+]C(C)C,,,,,,,,,,,,,,,,,,,,,
267,O=C([O-])[C@@H]1C[C@]2([H])CCC[C@@]2(N1C([C@@H](N[C@@H](CCC3=CC=CC=C3)C(OCC)=O)C)=O)[H],,,,,,,,,,,,,,,,,,,,,
268,O=C1N(C2=C(C(C3=CC=CC=C3)=NC1O)C=C(Cl)C=C2)C,,,,,,,,,,,,,,,,,,,,,
269,[NH3+]C(C)(C)CC1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,
270,O=C([O-])[C@@H]1CC2=CC=CC=C2CN1C([C@H](C)N[C@@H](CCC3=CC=CC=C3)C(OCC)=O)=O,,,,,,,,,,,,,,,,,,,,,
271,CN1CCN(CC1)S(=O)(C2=CC(C3=NC4=C(C(N3)=O)N(N=C4CCC)C)=C(OCC)C=C2)=O,,,,,,,,,,,,,,,,,,,,,
272,CN1C2=C(C(C(CC2)CN3C=C[NH+]=C3C)=O)C4=CC=CC=C14,,,,,,,,,,,,,,,,,,,,,
273,CCOC(C1=C[C@H]([C@@H]([C@H](C1)[NH3+])NC(C)=O)OC(CC)CC)=O,,,,,,,,,,,,,,,,,,,,,
274,CN(C1=CC=C(C(N[C@H](C([O-])=O)CCC([O-])=O)=O)C=C1)CC2=CN=C3N=C(N=C(C3=N2)N)N,,,,,,,,,,,,,,,,,,,,,
275,O=C([O-])CCN(C(C1=CC=C2C(N=C(CNC3=CC=C(C(N)=[NH2+])C=C3)N2C)=C1)=O)C4=NC=CC=C4,,,,,,,,,,,,,,,,,,,,,
276,[H][C@@]12C[C@H]3O[C@H](O[C@]3([C@]1(C[C@@H]([C@]4([C@]2(CCC5=CC(C=C[C@]45C)=O)[H])[H])O)C)C(CO)=O)CCC,,,,,,,,,,,,,,,,,,,,,
277,O=C(C1OC2=C(OC1)C=CC=C2)N3CCN(CC3)C4=[NH+]C5=CC(OC)=C(OC)C=C5C(N)=N4,,,,,,,,,,,,,,,,,,,,,
278,C[NH+](C[C@H](C1(CCCCC1)O)C2=CC=C(C=C2)O)C,,,,,,,,,,,,,,,,,,,,,
279,[H][C@]1(O[C@H]2[C@@H]([C@H]([C@@](C[C@H](C([C@@H]([C@H]([C@](O)([C@H](OC([C@@H]2C)=O)CC)C)O)C)=O)C)(OC)C)O[C@@]3(O[C@@H](C[C@H]([NH+](C)C)[C@H]3O)C)[H])C)C[C@@](OC)([C@H]([C@@H](O1)C)O)C,,,,,,,,,,,,,,,,,,,,,
280,O=C1N(C(CC2(CCCC2)C1)=O)CCCCN3CCN(CC3)C4=NC=CC=N4,,,,,,,,,,,,,,,,,,,,,
281,[H][C@@]12CC[C@@H]([C@]1(CC[C@]3([C@]2(CC[C@]4(NC(C=C[C@]34C)=O)[H])[H])[H])C)C(NC(C)(C)C)=O,,,,,,,,,,,,,,,,,,,,,
282,O=C(N1CCC2=CC=CC=C2[C@@H]1C3=CC=CC=C3)O[C@H]4C[NH+]5CCC4CC5,,,,,,,,,,,,,,,,,,,,,
283,CC(N1CCN(CC1)C2=CC=C(OC[C@H]3CO[C@](C4=C(Cl)C=C(Cl)C=C4)(O3)CN5C=CN=C5)C=C2)=O,,,,,,,,,,,,,,,,,,,,,
284,CCC(C(C1=CC=CC=C1)(C2=CC=CC=C2)C[C@@H]([NH+](C)C)C)=O,,,,,,,,,,,,,,,,,,,,,
285,O=C1C2=C(O)C=CC(N(C)C)=C2C[C@]3([H])C1=C(O)[C@@](C(C(C(N)=O)=C([O-])[C@H]4[NH+](C)C)=O)(O)[C@@]4([H])C3,,,,,,,,,,,,,,,,,,,,,
286,NC1=NC(N)=C(C=C1)/N=N/C2=CC=CC=C2,,,,,,,,,,,,,,,,,,,,,
287,[H][C@@]12CC[C@]3([C@]1(CC[C@]4([C@]2([C@@](CC5=CC(CC[C@]45C)=O)(SC(C)=O)[H])[H])[H])C)CCC(O3)=O,,,,,,,,,,,,,,,,,,,,,
288,CCCC1=NC(C)=C2N1NC(C3=C(C=CC(S(=O)(N4CCN(CC4)CC)=O)=C3)OCC)=[N-]C2=O,,,,,,,,,,,,,,,,,,,,,
289,C[C@@]12[C@@](O)(C(CCl)=O)[C@@H](C)C[C@@]1([H])[C@]3([H])CCC4=CC(C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)=O,,,,,,,,,,,,,,,,,,,,,
290,O=C([O-])C(CCC)CCC,,,,,,,,,,,,,,,,,,,,,
291,O=C(NC1=CC(C(F)(F)F)=CC=C1C(F)(F)F)[C@@H]2[C@](CC3)(C)[C@](CC2)([H])[C@@](CC4)([H])[C@@]3([H])[C@@]5(C)C=CC(N[C@@]54[H])=O,,,,,,,,,,,,,,,,,,,,,
292,C[NH2+]CCC=C1C2=CC=CC=C2CCC3=CC=CC=C13,,,,,,,,,,,,,,,,,,,,,
293,O=C(C1=CC=C(NCCCC)C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,,,,,,,,,,,,,,,,,,,,,
294,O=C([O-])C1=C(N=C(S1)C2=CC=C(C(C#N)=C2)OCC(C)C)C,,,,,,,,,,,,,,,,,,,,,
295,NC1=NC(N)=C(N=N1)C2=C(C(Cl)=CC=C2)Cl,,,,,,,,,,,,,,,,,,,,,
296,FC(OC1=C(C=C(C(NC2=C(C=NC=C2Cl)Cl)=O)C=C1)OCC3CC3)F,,,,,,,,,,,,,,,,,,,,,
297,CC(C(OCCCOC)=CC=[NH+]1)=C1CS(C(N2)=NC3=C2C=CC=C3)=O,,,,,,,,,,,,,,,,,,,,,
298,CC(CCC1=CC2=CC=C(OC)C=C2C=C1)=O,,,,,,,,,,,,,,,,,,,,,
299,O=C(C1=C(C)NC(C)=C(C(OC)=O)C1C2=CC=CC=C2[N+]([O-])=O)OC,,,,,,,,,,,,,,,,,,,,,
300,O=C1NC(CN1/N=C\C2=CC=C(O2)[N+]([O-])=O)=O,,,,,,,,,,,,,,,,,,,,,
301,[O-]C([N+]([O-])=O)[C@@H](CO)O,,,,,,,,,,,,,,,,,,,,,
302,CC[NH+](CC)CC#CCOC([C@](C1=CC=CC=C1)(O)C2CCCCC2)=O,,,,,,,,,,,,,,,,,,,,,
303,[H][C@]12CC3=C([C@@H](C4=CC=C5OCOC5=C4)N1C(CN(C2=O)C)=O)NC6=C3C=CC=C6,,,,,,,,,,,,,,,,,,,,,
304,C[C@@]12[C@](O)([C@@H](C[C@]1([C@@]3(CCC4=CC(C=C[C@@]4([C@]3([C@H](C2)O)F)C)=O)[H])[H])O)C(CO)=O,,,,,,,,,,,,,,,,,,,,,
305,CCN(C(OC1=CC=CC([C@@H]([NH+](C)C)C)=C1)=O)C,,,,,,,,,,,,,,,,,,,,,
306,O=S(CC1=[NH+]C=CC(OCC(F)(F)F)=C1C)C2=NC3=C(N2)C=CC=C3,,,,,,,,,,,,,,,,,,,,,
307,O=C([O-])C(N1[C@]([H])([C@@H](C1=O)NC(/C(C2=CC=CO2)=N\OC)=O)SC3)=C3COC(N)=O,,,,,,,,,,,,,,,,,,,,,
308,O[C@H](COC(N)=O)COC1=CC=CC=C1OC,,,,,,,,,,,,,,,,,,,,,
309,CC(OC(CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(C(F)(F)F)=C2)O)O)O)=O)C,,,,,,,,,,,,,,,,,,,,,
310,O=C1[C@H]2[C@@H]3CC[C@H]([C@H]2C(N1C[C@@H]4CCCC[C@H]4C[NH+]5CCN(C6=NSC7=CC=CC=C67)CC5)=O)C3,,,,,,,,,,,,,,,,,,,,,
311,O=C(C1OCCC1)N2CCN(CC2)C3=NC(N)=C4C=C(C(OC)=CC4=[NH+]3)OC,,,,,,,,,,,,,,,,,,,,,
312,O=S(CC1=CC2=C(NC=C2CC[NH+](C)C)C=C1)(NC)=O,,,,,,,,,,,,,,,,,,,,,
313,O=C(C1=CC=C(OCC[NH+]2CCCCC2)C=C1)C3=C(SC4=C3C=CC(O)=C4)C5=CC=C(O)C=C5,,,,,,,,,,,,,,,,,,,,,
314,CN(CC1)CC2N1C(N=CC=C3)=C3CC4=C2C=CC=C4,,,,,,,,,,,,,,,,,,,,,
315,C[NH+]1C2CC(OC(C3=CC=CC=C3)C4=CC=CC=C4)CC1CC2,,,,,,,,,,,,,,,,,,,,,
316,[NH3+]C[C@@H](C1=CC=C(C=C1)Cl)CC([O-])=O,,,,,,,,,,,,,,,,,,,,,
317,NNC1=NN=CC2=CC=CC=C12,,,,,,,,,,,,,,,,,,,,,
318,O[C@@H](COC1=C2C=CC=CC2=CC=C1)C[N-]C(C)C,,,,,,,,,,,,,,,,,,,,,
319,O=C(/C=C(C[C@H]1[C@@H]([C@@H]([C@H](CO1)C[C@@H]2O[C@H]2[C@H]([C@H](C)O)C)O)O)\C)OCCCCCCCCC([O-])=O,,,,,,,,,,,,,,,,,,,,,
320,[C@@H]12C3=C(C=C(N=CC=N4)C4=C3)[C@H](C[NH2+]C2)C1,,,,,,,,,,,,,,,,,,,,,
321,N#CC(CCC[NH+](C)CCC1=CC(OC)=C(OC)C=C1)(C2=CC(OC)=C(OC)C=C2)C(C)C,,,,,,,,,,,,,,,,,,,,,
322,ClC1=C(C=CC=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)N4C=CN=C4,,,,,,,,,,,,,,,,,,,,,
323,O=C1NC(C(C2=CC=CC=C2)(N1)C3=CC=CC=C3)=O,,,,,,,,,,,,,,,,,,,,,
324,[NH3+][C@H](CC1=CC=CC=C1)C,,,,,,,,,,,,,,,,,,,,,
325,CCC[NH2+][C@H]1CCC2=C(C1)SC(N)=N2,,,,,,,,,,,,,,,,,,,,,
326,CCCSC1=NC2=C(C(N[C@@H]3C[C@H]3C4=CC(F)=C(C=C4)F)=N1)N=NN2[C@@H]5C[C@@H]([C@H]([C@H]5O)O)OCCO,,,,,,,,,,,,,,,,,,,,,
327,[O-]C(CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1)=O,,,,,,,,,,,,,,,,,,,,,
328,[NH3+][C@@H](C12CC3CC(C2)CC(C3)(C1)O)C(N4[C@H]5C[C@H]5C[C@H]4C#N)=O,,,,,,,,,,,,,,,,,,,,,
329,FC(F)(CNC(C1(C2=CC=CC=C2C3=CC=CC=C13)CCCC[NH+]4CCC(NC(C5=C(C6=CC=C(C(F)(F)F)C=C6)C=CC=C5)=O)CC4)=O)F,,,,,,,,,,,,,,,,,,,,,
330,ClC1=C(C2=NSN=C2C=C1)NC3=NCCN3,,,,,,,,,,,,,,,,,,,,,
331,O=C(N(C1=O)C)N(C2=C1N(C=N2)C)C,,,,,,,,,,,,,,,,,,,,,
332,CCCCCCCCCC([O-])=O,,,,,,,,,,,,,,,,,,,,,
333,OC1=C(C2=CC=C(O)C(O)=C2)[O+]=C3C=C(O)C=C(O)C3=C1,,,,,,,,,,,,,,,,,,,,,
334,CC1(CCCC(C)=C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC(C)2C)C)C)C)C,,,,,,,,,,,,,,,,,,,,,
335,OC1=CC(O)=C(C)C(OC)=C1C([H])=O,,,,,,,,,,,,,,,,,,,,,
336,O=C1C=C(C)OC2=CC(OC)=C(C)C(O)=C21,,,,,,,,,,,,,,,,,,,,,
337,COC1=CC(C)=CC(OC)=C1C,,,,,,,,,,,,,,,,,,,,,
338,OCC1=CC=C(OC)C=C1,,,,,,,,,,,,,,,,,,,,,
339,OC1=C(OC)C=C(/C=C/C([O-])=O)C=C1,,,,,,,,,,,,,,,,,,,,,
340,CC(C)C1=CC(O)=C(C)C=C1,,,,,,,,,,,,,,,,,,,,,
341,O=C1C(OC(C)=O)C2=C(C)CCC3=C(OC=C3)C2=C1C,,,,,,,,,,,,,,,,,,,,,
342,O=C1C(C2=CC=CC=C2)=C3C(C1)=C(C)CC[C@@H](C4=C)[C@@H]3N(C5=CC=CS5)C4=O,,,,,,,,,,,,,,,,,,,,,
343,OC1=C(C([H])=O)C(O)=C(C)C(O)=C1C,,,,,,,,,,,,,,,,,,,,,
344,CC1=CC(OC)=CC=C1OC,,,,,,,,,,,,,,,,,,,,,
345,C=C1CC/C=C(C)/CC[C@]2([H])[C@]1([H])CC2(C)C,,,,,,,,,,,,,,,,,,,,,
346,OC1=CC(O2)=C(C=C1)C(C)=CC2=O,,,,,,,,,,,,,,,,,,,,,
347,NC(NC[C@@H](O)C[C@H](N)C(OC)=O)=[NH2+],,,,,,,,,,,,,,,,,,,,,
348,O=C(CC[C@H](N)C(OC)=O)OC,,,,,,,,,,,,,,,,,,,,,
349,C=CCC1=C(OC)C=C(C)C=C1OC,,,,,,,,,,,,,,,,,,,,,
350,O=C(OC(C)(C)C)NCC1=CC=CO1,,,,,,,,,,,,,,,,,,,,,
351,C[C@@]1([C@]2([C@@](CCC1)(C)[C@@]3([H])CCC(C(C)C)=CC3=CC2)[H])C([O-])=O,,,,,,,,,,,,,,,,,,,,,
352,O=C/C=C/C1=CC=CC=C1,,,,,,,,,,,,,,,,,,,,,
353,O=C1C(Cl)=CNC2=CC=CC=C21,,,,,,,,,,,,,,,,,,,,,
354,CC1(C)CCC[C@@]2(C)[C@@]1([H])CCC(C)=C2,,,,,,,,,,,,,,,,,,,,,
355,[H][C@@]12[NH+](C[C@@]3([H])[C@]4([H])[C@@]2([H])CCC[NH+]4CCC3)CCCC1,,,,,,,,,,,,,,,,,,,,,
356,O=C(N1)NC=CC1=O,,,,,,,,,,,,,,,,,,,,,
357,C/C1=C\CC/C(C)=C/CC(C)(C)/C=C/C1,,,,,,,,,,,,,,,,,,,,,
358,OC1=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=CC(CCCCC)=C1,,,,,,,,,,,,,,,,,,,,,
359,OC1=C([C@@H]2C=C(C)CC[C@H]2C(C)=C)C(O)=CC(CCC)=C1,,,,,,,,,,,,,,,,,,,,,
360,OC1=CC(CCCCC)=CC2=C1C3=C(C(O2)(C)C)C=CC(C)=C3,,,,,,,,,,,,,,,,,,,,,
361,OC1=C(C/C=C(CCC=C(C)C)/C)C(O)=CC(CCCCC)=C1,,,,,,,,,,,,,,,,,,,,,
362,OC1=C(C=C[C@](CCC=C(C)C)(C)O2)C2=CC(CCCCC)=C1,,,,,,,,,,,,,,,,,,,,,
363,C[C@@]1(CC[C@@H]2C(O3)(C)C)C[C@H]2C4=C3C=C(CCCCC)C=C4O1,,,,,,,,,,,,,,,,,,,,,
364,OC1=CC(CCCCC)=CC2=C1[C@@H]3[C@@H]([C@@H](C3(C)C)CC4)[C@]4(C)O2,,,,,,,,,,,,,,,,,,,,,
365,CC1=CC[C@H](C(C)=C)CC1=O,,,,,,,,,,,,,,,,,,,,,
366,CC1=CC[C@@H](C(C)=C)CC1,,,,,,,,,,,,,,,,,,,,,
367,CC1=CC(OC)=C(CC2CC2)C(OC)=C1,,,,,,,,,,,,,,,,,,,,,
368,O=C1OC(C)=CC([O-])=C1,,,,,,,,,,,,,,,,,,,,,
369,[O-]C(C1=CC=C(O)C=C1O2)=CC2=O,,,,,,,,,,,,,,,,,,,,,
370,O=C(C=C1)OC2=C1C=CC=C2,,,,,,,,,,,,,,,,,,,,,
371,[H][C@]12CCCC[NH+]1C[C@H]3[C@]4([H])CCCC[NH+]4C[C@@H]2C3,,,,,,,,,,,,,,,,,,,,,
372,CC1=C(N=CC=C2)C2=CC=C1,,,,,,,,,,,,,,,,,,,,,
