Substrate ID,SMILES,sasa_area,sasa_volume,disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,ip,ea,homo,lumo,electrophilicity,nucleophilicity,electrofugality,nucleofugality,dipole_x,dipole_y,dipole_z,mass,radius,charge
21,O=C(OC1)C2=C1[C@]3(C)C(O[C@@]4(C)CC[C@@]5([H])C(C)(C)C(CC[C@]5(C)[C@]4([H])C3)=O)=C(C)C2=O,590.7565262323276,1047.0836800993065,453.47448847480894,511.97430991194284,20.173649087348096,48.23014417704511,10.643220079539908,12.504222309173873,5.955327785573335,-0.39132337656422295,-0.3032661653653586,1.4672311179177304,-7.658222309173873,9.125453427091603,0.3579033323443958,-3.3599674061354934,0.46258530568612244,-0.6197018501438303,412.5185800000004,6.402923565443506,0.0
22,O=C(O[C@H](C)C1)C2=C1C3=C(C=C2O)O[C@@]4(C)CC[C@@]5([H])C(C)(C)C(CC[C@]5(C)[C@]4([H])C3)=O,603.3970916602344,1051.6212633736134,454.4608539622963,508.83613960111455,19.97580655081535,51.01662552601421,9.7633063279667,12.27436368647802,5.035515840005337,-0.38360418353630443,-0.2565461054287667,1.002094699854272,-7.42836368647802,8.430458386332292,0.8125788598489354,-2.2797993154845324,-0.048355797308846316,0.5966124189855111,412.51858000000044,6.563044216900939,0.0
23,O=C(O[C@H](C)C1)C2=C1C3=C(C=C2O)O[C@@]4(C)CC[C@@]5([H])C(C)(C)C(C=C[C@]5(C)[C@]4([H])C3)=O,600.8266555244783,1041.5631935440902,449.26190360861926,497.3029269549118,20.158373046424884,45.72471835641143,9.880322997556044,12.454835457732468,8.048097830654212,-0.3961126672628447,-0.3888893138881073,3.3152722165648387,-7.608835457732468,10.924107674297307,0.11317438591062612,-2.9117542445843307,1.4538221481833686,-0.5819213438453064,409.4947600000004,6.562548104872426,-1.0
24,O=C([O-])[C@]1(C)CCC[C@]2(C)[C@]1([H])[C@H](C([O-])=O)[C@]3(CC4=C)[C@@]2([H])CC[C@@H]4C3,492.59614345076096,851.5033598333576,366.4717308173502,411.9783175222412,19.456780968750884,48.77903456028308,10.054405973787423,13.094305913414727,9.014986388205537,-0.4106020169535629,-0.4097325789023609,4.72472023676458,-8.248305913414727,12.973026150179308,0.5557338485590422,1.57053401908439,1.4157557587223244,-3.3432490828800088,330.41804000000036,5.107939200512949,-2.0
25,O=C1[C@]2(C)C=C3[C@@]4(COC3=O)[C@]5(C2)CC[C@@]6([H])C(C)(C)C(C=C[C@]6(C)[C@]5([H])C[C@]41C)=O,547.2264284822893,978.3909948174052,417.46629896213244,480.43026209098434,20.289737617389818,50.83355699504724,10.920478260107007,12.625956034871718,5.9267668896682455,-0.39084427540053485,-0.2908346310370471,1.4649610767013843,-7.779956034871718,9.244917111573102,0.38419418703313885,0.6853717968940198,1.0315595692067563,-1.5472878647857469,394.50330000000037,5.432415091290715,0.0
26,O=C1[C@H](C)OC([C@]([C@@]21C)([H])[C@@]3(C)[C@H](O)C(C4C(C)(C)C(CC[C@@]4(C)[C@]3([H])CC2=C)=O)=O)=O,565.3165803263403,1015.903044686231,430.1884726238089,505.0011904533452,19.925368197098123,45.74162678064532,9.643533910038467,12.459055380510335,5.418357039162435,-0.38817832068732167,-0.28430621285692753,1.1895300230137809,-7.613055380510335,8.802585403524114,0.6171729838513454,0.573186688985631,1.0459826241573225,-1.5164341278706024,416.50728000000043,6.091748401789424,0.0
27,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C([O-])=O)[C@]4([H])[C@@]5(C)CCC[C@]41OC5=O,490.64539399255426,837.5503549467586,370.08700203142234,396.50425623967226,19.406371863615583,54.30403721728036,10.012820123171403,13.143202178362735,8.457349878644694,-0.4165345197266411,-0.4105896391536162,3.7830260917258616,-8.297202178362735,12.080228270088599,0.17167621308116796,0.5189427031343137,-1.861230045260604,-0.5173066956137481,331.3829200000003,4.979391610590686,-1.0
28,[H][C@@]12[C@@](C[C@@]3(O)CC2)(CC3=C)[C@@H](C([O-])=O)[C@]4([H])[C@@]5(C)[C@@H](O)CC[C@]41OC5=O,493.48454535500076,848.6293916777773,367.59721423278563,400.76271221029936,19.437573068301923,55.77208188003745,9.992918409538245,13.235681272541315,8.713179370674437,-0.42192046725486954,-0.4163847471766684,4.152309830018988,-8.389681272541315,12.541991102560303,0.2851304593445512,1.407564175232554,0.8962663886441187,-1.121765995362586,347.38232000000033,5.019321800088964,-1.0
29,[H][C@]12C(C)(C)CCC[C@]1(C)[C@]3([H])[C@@](OC(C3)=O)(C)CC2,428.01844154177866,714.7581442654922,308.2419000289223,346.28745276254324,18.069621431369928,39.40486098848103,10.429487354300747,13.034784823405614,2.1169611298744675,-0.4032503785654583,-0.22291571109494215,0.3412862617027337,-8.188784823405614,8.530071085108348,3.0703251318282656,2.0063044367158325,-0.48914670480053113,0.8804404825034025,250.37643999999977,4.604779769182487,0.0
30,[H][C@@]12[C@@]([C@@]([C@]3([H])C[C@@]4(C)C5=O)(COC3=O)[C@@]5(C)C2)(C4)CC[C@]6([H])[C@@]1(C=CC(OC6(C)C)=O)C,553.5857106731763,999.5614385987684,420.49191669844055,497.05805374966354,20.05048910400187,46.22299805458293,10.957354689138821,12.856454657691094,5.178236944774942,-0.3968437015694537,-0.27349821661493356,1.1330836428481423,-8.010454657691094,9.143538300539237,0.8008466980732003,1.3081522867507411,1.8001233703874595,-3.0777117513581107,412.5185800000004,5.405879084070324,0.0
